Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
Asia,2008,4122791000,622650200,0.15374097,153.74097,4.36481,142652300,0.035222836,352.22836,13469000,0.003293617,3.293617,22911000,0.005655047,5.655047,398351000,0.09741002,97.41002,316814000,0.077471524,77.471524,31015000,0.008462935,8.462935,13356000,0.004852311,4.852311,21626000,0.005307048,5.3070476,77.4708,212.248765,780.26044,14.603791,2.331296
Asia,2009,4171339800,616086300,0.1504198,150.4198,4.401192,139981680,0.034177057,341.77057,11453000,0.002768354,2.7683543,22394000,0.005464657,5.464657,401504000,0.09704927,97.04927,319262000,0.0771702,77.1702,31571000,0.008524094,8.524094,13809000,0.004964242,4.9642418,21810000,0.005290411,5.2904114,77.16772,211.4184088,777.0276,14.539195,2.3279052
Asia,2010,4220041500,629869440,0.15206179,152.06179,4.440791,141837200,0.03442771,344.2771,21320000,0.005067917,5.0679166,36671000,0.008793298,8.793298,600537000,0.14275195,142.75195,503854000,0.11976971,119.76971,28119000,0.006699234,6.699234,15326000,0.003919524,3.9195237,26957000,0.006549625,6.5496247,119.77132,328.1405995,768.70526,15.723339,2.4596329
Asia,2011,4268479000,653428800,0.15600298,156.00298,4.559181,143321540,0.034217324,342.17324,21196000,0.004981458,4.981458,42378000,0.010048728,10.0487275,612051000,0.14384349,143.84349,513955000,0.12078909,120.78909,28174000,0.00663207,6.63207,16365000,0.004119896,4.119896,28195000,0.006774726,6.7747263,120.78813,330.9263803,776.68396,15.889377,2.4882948
Asia,2012,4317165600,659552060,0.15573466,155.73466,4.6560736,141654140,0.03344764,334.4764,23437000,0.005446232,5.4462324,46494000,0.010903241,10.903241,612689000,0.14237516,142.37516,513336000,0.11928776,119.28776,29341000,0.006829549,6.8295486,16165000,0.00402063,4.0206295,28474000,0.006765905,6.7659053,119.28665,326.8127365,765.8877,15.666737,2.4566567
Asia,2013,4365287000,666472700,0.15570682,155.70682,4.6400294,143635460,0.033557296,335.57296,23029000,0.005292698,5.292698,46883000,0.010868681,10.868681,621494000,0.14283642,142.83642,519675000,0.119539626,119.539626,30641000,0.007049664,7.0496635,16070000,0.003932091,3.9320914,29315000,0.006889918,6.8899184,119.53855,327.5028734,765.6149,15.659981,2.456648
Asia,2014,4412496400,663694460,0.15348499,153.48499,4.6713357,142078100,0.032856766,328.56766,22842000,0.005193882,5.1938817,51477000,0.01184071,11.84071,621636000,0.14134943,141.34943,517029000,0.11756359,117.56359,30380000,0.006947157,6.9471565,15545000,0.003702705,3.7027053,27125000,0.00627456,6.2745595,117.56175,322.0869831,758.8888,15.519453,2.4222054
Asia,2015,4458250000,660118460,0.15115657,151.15657,4.707754,140219410,0.032108,321.08,24551000,0.005525554,5.525554,50730000,0.011682882,11.682882,621298000,0.13983202,139.83202,517689000,0.11651333,116.51333,28353000,0.006416144,6.416144,16131000,0.003802391,3.8023908,27183000,0.006226133,6.2261326,116.5137,319.2156132,750.6661,15.355895,2.4077802
Asia,2016,4502955500,662066940,0.1501399,150.1399,4.7135396,140460670,0.0318529,318.529,20593000,0.004589001,4.5890007,45419000,0.010228191,10.228191,617400000,0.1375831,137.5831,516515000,0.11510162,115.10162,31389000,0.007032569,7.032569,15260000,0.003570512,3.5705117,26802000,0.006079631,6.0796314,115.101395,315.3462845,744.06824,15.228772,2.4029424
Asia,2017,4547095000,673119550,0.1511922,151.1922,4.773356,141016000,0.03167419,316.7419,25227000,0.005567308,5.5673076,54369000,0.012191021,12.191021,627701000,0.13852637,138.52637,526224000,0.11613157,116.13157,30782000,0.006843714,6.843714,17308000,0.004011416,4.011416,26730000,0.006005537,6.005537,116.132866,318.1722324,751.0868,15.369484,2.4142797
Asia,2018,4588802600,685872100,0.15268287,152.68287,4.8508935,141390880,0.031475205,314.75205,26953000,0.005894288,5.894288,53727000,0.011861872,11.861872,638264000,0.13958044,139.58044,531586000,0.11625129,116.25129,32688000,0.0071864,7.1864002,17518000,0.004005238,4.005238,27100000,0.006034373,6.034373,116.251205,318.4964489,752.59247,15.398419,2.4203975
Asia,2019,4627738600,678755840,0.14984898,149.84898,4.8914537,138763620,0.030634858,306.34858,26531000,0.005746964,5.746964,50353000,0.011082395,11.082395,648259000,0.14042144,140.42144,536371000,0.116185024,116.185024,34821000,0.007594234,7.5942343,18662000,0.004253392,4.253392,26593000,0.005865936,5.865936,116.184395,318.3134078,751.1773,15.362901,2.4019363
Asia,2020,4663086600,692456400,0.15172656,151.72656,4.863751,142370860,0.031195382,311.95382,27236000,0.005855044,5.855044,53375000,0.011649597,11.6495965,651792000,0.14011863,140.11863,553780000,0.11904855,119.04855,29209000,0.006297411,6.2974105,17376000,0.003946892,3.9468915,27016000,0.005945341,5.945341,119.04853,326.1603529,765.79065,15.660656,2.44325
Asia,2021,4693332000,708694300,0.15429763,154.29763,4.935506,143591000,0.03126278,312.6278,33584000,0.007173291,7.1732905,62047000,0.013527298,13.527298,650929000,0.13903356,139.03356,550983000,0.11768584,117.68584,31441000,0.006750349,6.750349,16185000,0.003662641,3.6626414,28095000,0.006144173,6.1441734,117.68614,322.4277776,757.22174,15.4813595,2.3979502
Asia,2022,4721383400,698767800,0.15125395,151.25395,4.907064,142400400,0.030823719,308.23719,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia (FAO),1961,1685656000,198778130,,,1.8585,106957680,,,4529000,0.002686788,2.6867879,4370000,0.002592463,2.5924626,129626000,0.07689944,76.89944,109259000,0.0648169,64.8169,4478000,0.002656533,2.6565325,237000,0.000140598,0.14059809,6237000,0.003700043,3.700043,64.82,177.5890393,652.15,12.19,1.88
Asia (FAO),1962,1719158000,207411000,,,1.8788999,110387590,,,4335000,0.002521583,2.5215833,4700000,0.002733897,2.7338965,138802000,0.08073836,80.73836,117334000,0.06825085,68.25085,5036000,0.002929341,2.929341,262000,0.0001524,0.15240019,6704000,0.003899583,3.8995834,68.25,186.9862995,687.1,12.84,2
Asia (FAO),1963,1754305000,227561300,,,2.0533,110827170,,,5190000,0.002958437,2.9584365,5779000,0.003294182,3.294182,147268000,0.08394664,83.94664,123985000,0.07067471,70.67471,5707000,0.00325314,3.25314,289000,0.000164738,0.1647376,7219000,0.00411502,4.11502,70.67,193.6164364,711.91,13.28,2.07
Asia (FAO),1964,1791942000,242167410,,,2.1067,114951224,,,5588000,0.003118404,3.1184044,5998000,0.003347207,3.3472066,156220000,0.08717916,87.17916,131077000,0.07314801,73.14801,6646000,0.003708825,3.7088254,318000,0.000177461,0.1774611,7642000,0.004264647,4.264647,73.15,200.4109569,736.89,13.72,2.13
Asia (FAO),1965,1832624000,232172850,,,2.032,114257040,,,5436000,0.002966239,2.9662387,5673000,0.003095561,3.0955614,157290000,0.08582775,85.82775,132613000,0.07236236,72.36236,6626000,0.003615581,3.6155807,323000,0.00017625,0.17625002,7754000,0.004231092,4.2310916,72.36,198.2465734,729.59,13.59,2.14
Asia (FAO),1966,1876569000,240229330,,,2.0801,115489416,,,5241000,0.002792863,2.792863,5472000,0.00291596,2.91596,163178000,0.0869555,86.9555,137113000,0.073065795,73.065795,7492000,0.003992393,3.9923927,337000,0.000179583,0.17958306,8052000,0.004290809,4.2908094,73.07,200.1917788,736.82,13.71,2.16
Asia (FAO),1967,1923443000,253587230,,,2.1731,116692630,,,5442000,0.002829301,2.8293014,4935000,0.002565712,2.5657115,166683000,0.086658664,86.658664,140297000,0.07294056,72.94056,7109000,0.003695977,3.6959765,570000,0.000296344,0.29634358,8076000,0.004198721,4.1987207,72.94,199.8356144,735.64,13.71,2.17
Asia (FAO),1968,1971777000,263978540,,,2.2382,117940104,,,4798000,0.002433338,2.433338,3929000,0.001992619,1.992619,172915000,0.08769501,87.69501,145390000,0.07373552,73.73552,7651000,0.003880256,3.8802563,618000,0.000313423,0.31342288,8305000,0.004211937,4.2119366,73.74,202.0273952,743.38,13.87,2.19
Asia (FAO),1969,2022008000,270809280,,,2.2628,119680664,,,4733000,0.002340742,2.3407424,4312000,0.002132534,2.1325336,176293000,0.0871871,87.1871,148260000,0.07332315,73.32315,7742000,0.003828867,3.828867,619000,0.000306131,0.30613132,8472000,0.004189895,4.1898945,73.32,200.8767103,739.03,13.79,2.18
Asia (FAO),1970,2072512000,290101280,,,2.3990998,120918680,,,5905000,0.002849199,2.8491993,4818000,0.002324715,2.324715,191308000,0.09230731,92.30731,160521000,0.077452384,77.452384,8912000,0.004300096,4.3000956,659000,0.000317972,0.31797163,9321000,0.004497441,4.497441,77.45,212.1917787,780.93,14.55,2.3
Asia (FAO),1971,2123121000,292171650,,,2.3811,122704340,,,5089000,0.002396943,2.396943,5412000,0.002549078,2.5490776,195036000,0.09186287,91.86287,162545000,0.07655946,76.55946,10248000,0.004826856,4.8268563,689000,0.000324522,0.32452226,9477000,0.004463712,4.4637118,76.56,209.7534226,772.09,14.39,2.3
Asia (FAO),1972,2173887000,281748480,,,2.3344998,120689530,,,5486000,0.00252359,2.5235903,5004000,0.002301868,2.3018676,196284000,0.09029172,90.29172,164343000,0.07559869,75.59869,9736000,0.004478614,4.478614,690000,0.000317404,0.3174038,9314000,0.004284491,4.2844913,75.6,207.1232856,762.28,14.2,2.27
Asia (FAO),1973,2224469000,307598940,,,2.4738,124344790,,,5826000,0.002619052,2.619052,5468000,0.002458115,2.4581146,201103000,0.09040494,90.40494,168355000,0.07568323,75.68323,9858000,0.004431619,4.4316193,706000,0.000317379,0.3173791,9850000,0.004428023,4.428023,75.68,207.3424637,762.88,14.19,2.26
Asia (FAO),1974,2274516000,302816350,,,2.4356,124330584,,,5073000,0.002230365,2.2303646,5137000,0.002258502,2.2585024,204473000,0.089897364,89.897364,172357000,0.07577744,75.77744,9450000,0.00415473,4.15473,707000,0.000310835,0.31083537,9889000,0.004347738,4.3477383,75.78,207.6164363,764.65,14.25,2.31
Asia (FAO),1975,2323819000,324808060,,,2.5376,127999000,,,4264000,0.001834911,1.8349106,4251000,0.001829316,1.8293163,213268000,0.09177479,91.77479,180051000,0.077480644,77.480644,9624000,0.004141458,4.1414583,744000,0.000320163,0.32016262,10132000,0.004360064,4.3600644,77.48,212.2739705,781.48,14.57,2.35
Asia (FAO),1976,2372163000,315327330,,,2.4819999,127048160,,,4758000,0.002005764,2.0057643,5189000,0.002187455,2.187455,214049000,0.09023368,90.23368,181068000,0.076330334,76.330334,9738000,0.004105114,4.1051144,757000,0.000319118,0.31911803,10203000,0.004301138,4.3011378,76.33,209.1232856,769.74,14.34,2.31
Asia (FAO),1977,2419688000,337703840,,,2.6125,129267060,,,5308000,0.002193671,2.1936712,6345000,0.002622239,2.6222388,222532000,0.09196723,91.96723,188544000,0.07792079,77.92079,10038000,0.004148469,4.148469,728000,0.000300865,0.30086524,10348000,0.004276584,4.2765844,77.92,213.4794499,785.61,14.63,2.33
Asia (FAO),1978,2466967000,353101020,,,2.7342,129143850,,,4959000,0.002010161,2.0101606,5336000,0.00216298,2.16298,229666000,0.0930965,93.0965,193836000,0.07857259,78.57259,11120000,0.004507559,4.5075594,842000,0.00034131,0.3413098,10810000,0.004381899,4.381899,78.57,215.2602718,796.19,14.82,2.38
Asia (FAO),1979,2514810000,341465600,,,2.6973999,126590184,,,5455000,0.00216915,2.16915,7397000,0.002941375,2.9413754,230693000,0.09173377,91.73377,194151000,0.07720305,77.20305,11631000,0.004625002,4.6250015,984000,0.000391282,0.39128205,11372000,0.004522012,4.5220116,77.2,211.5068472,782.56,14.57,2.36
Asia (FAO),1980,2563843000,360104900,,,2.7916,128995530,,,6252000,0.002438527,2.4385268,7813000,0.003047379,3.0473785,237468000,0.09262189,92.62189,197941000,0.07720481,77.20481,12863000,0.005017078,5.017078,951000,0.000370928,0.37092756,12246000,0.004776423,4.7764233,77.2,211.5068472,782.39,14.58,2.35
Asia (FAO),1981,2614095000,372523780,,,2.8799,129353896,,,6146000,0.002351101,2.3511006,7929000,0.003033172,3.033172,242964000,0.09294383,92.94383,201634000,0.07713339,77.13339,13777000,0.005270275,5.2702753,992000,0.000379481,0.37948124,12982000,0.004966155,4.9661547,77.13,211.3150664,781.24,14.58,2.34
Asia (FAO),1982,2665454000,383409900,,,3.0447,125925784,,,4229000,0.001586597,1.5865965,7525000,0.002823159,2.8231589,258512000,0.09698611,96.98611,216132000,0.081086375,81.086375,14427000,0.005412587,5.4125865,1036000,0.000388677,0.38867674,13821000,0.005185233,5.185233,81.09,222.1643813,821.31,15.29,2.46
Asia (FAO),1983,2718196000,414839200,,,3.2177,128925580,,,5012000,0.00184387,1.84387,7341000,0.002700688,2.7006883,269535000,0.09915952,99.15952,225345000,0.08290241,82.90241,14871000,0.005470908,5.470908,1049000,0.000385918,0.38591772,14448000,0.00531529,5.31529,82.9,227.1232854,839.34,15.62,2.49
Asia (FAO),1984,2772643000,427797340,,,3.3035998,129495140,,,4977000,0.001795038,1.7950381,8791000,0.003170621,3.1706209,274122000,0.09886668,98.86668,228754000,0.08250395,82.50395,15773000,0.005688796,5.688796,1076000,0.000388077,0.38807737,15043000,0.005425509,5.425509,82.5,226.027395,834.57,15.52,2.46
Asia (FAO),1985,2828924000,429945180,,,3.3179,129582060,,,5030000,0.001778061,1.7780612,7550000,0.002668859,2.6688592,280203000,0.09904932,99.04932,234416000,0.08286402,82.86402,16162000,0.005713126,5.713126,1047000,0.000370105,0.37010538,14556000,0.005145419,5.1454194,82.86,227.0136964,837.89,15.57,2.45
Asia (FAO),1986,2887194000,429490530,,,3.3155,129541370,,,3961000,0.00137192,1.3719202,8648000,0.002995296,2.9952957,279796000,0.096909314,96.909314,234957000,0.08137901,81.37901,15651000,0.005420834,5.4208343,1092000,0.000378222,0.3782219,15047000,0.005211635,5.2116346,81.38,222.9589019,823.13,15.31,2.42
Asia (FAO),1987,2947139000,421334180,,,3.3493998,125793990,,,4599000,0.001560497,1.5604965,8582000,0.002911977,2.9119768,288235000,0.09780163,97.80163,241786000,0.08204092,82.04092,16294000,0.005528752,5.5287518,1098000,0.000372565,0.3725647,15223000,0.005165348,5.1653483,82.04,224.767121,829.27,15.43,2.43
Asia (FAO),1988,3007756000,444019040,,,3.4087,130260776,,,4949000,0.001645413,1.6454128,8300000,0.002759532,2.7595323,296315000,0.09851697,98.51697,248081000,0.08248043,82.48043,16793000,0.005583232,5.5832323,1055000,0.00035076,0.35075983,15408000,0.005122756,5.122756,82.48,225.9726005,832.74,15.48,2.41
Asia (FAO),1989,3067693000,469268200,,,3.5396,132576620,,,6230000,0.002030842,2.030842,10190000,0.003321715,3.3217145,301389000,0.09824614,98.24614,252781000,0.08240101,82.40101,16209000,0.005283775,5.2837753,1130000,0.000368355,0.368355,16308000,0.005316047,5.316047,82.4,225.7534224,831.25,15.45,2.37
Asia (FAO),1990,3127757000,477693380,,,3.6072,132426520,,,4527000,0.001447363,1.447363,7941000,0.00253888,2.53888,307644000,0.0983593,98.3593,257712000,0.08239515,82.39515,16798000,0.005370622,5.370622,4636000,0.001482212,1.4822123,16386000,0.005238898,5.238898,82.4,225.7534224,831.77,15.48,2.42
Asia (FAO),1991,3184055000,474987100,,,3.6136,131443820,,,3783000,0.001188108,1.1881076,8666000,0.002721687,2.7216866,300860000,0.094489574,94.489574,250409000,0.078644685,78.644685,17098000,0.005369882,5.369882,4356000,0.001368067,1.3680669,16802000,0.005276919,5.276919,78.64,215.4520526,794.6,14.84,2.36
Asia (FAO),1992,3306200000,483881800,,,3.6741,131701540,,,5740000,0.001736132,1.7361321,10998000,0.003326478,3.3264775,305634000,0.092442684,92.442684,252412000,0.07634505,76.34505,18750000,0.005671163,5.671163,5050000,0.001527433,1.5274333,16887000,0.005107677,5.1076766,76.35,209.1780801,771.47,14.41,2.3
Asia (FAO),1993,3359307000,485126880,,,3.699,131151970,,,5845000,0.001739942,1.7399422,11219000,0.003339677,3.339677,316132000,0.09410632,94.10632,260617000,0.077580586,77.580586,20032000,0.005963135,5.9631346,5289000,0.001574432,1.5744319,17756000,0.005285614,5.285614,77.58,212.5479431,783.93,14.65,2.34
Asia (FAO),1994,3410736000,492319840,,,3.7436998,131505496,,,6751000,0.001979338,1.9793382,11893000,0.003486931,3.4869306,319051000,0.09354315,93.54315,263770000,0.077335216,77.335216,20956000,0.006144128,6.1441283,5380000,0.001577372,1.5773722,16365000,0.004798085,4.7980845,77.34,211.8904088,781.15,14.6,2.33
Asia (FAO),1995,3460723000,499630240,,,3.7356,133749250,,,11562000,0.00334092,3.3409204,16233000,0.004690638,4.6906383,331270000,0.09572277,95.72277,270777000,0.0782429,78.2429,23077000,0.00666826,6.66826,6548000,0.00189209,1.8920902,18048000,0.005215095,5.2150954,78.24,214.3561622,790.02,14.77,2.37
Asia (FAO),1996,3509214000,521524930,,,3.8523,135379580,,,10691000,0.003046551,3.0465513,13598000,0.003874942,3.8749417,335728000,0.095670424,95.670424,275740000,0.078576,78.576,22772000,0.006489202,6.4892024,6216000,0.001771337,1.7713369,18124000,0.005164689,5.1646894,78.58,215.2876691,792.35,14.81,2.37
Asia (FAO),1997,3556176000,528153470,,,3.8857,135921520,,,7428000,0.002088761,2.0887605,14790000,0.004158962,4.1589616,338566000,0.095205076,95.205076,278345000,0.078270875,78.270875,23490000,0.00660541,6.60541,5725000,0.001609875,1.6098754,18414000,0.005178034,5.178034,78.27,214.438354,789.07,14.74,2.36
Asia (FAO),1998,3601989000,532180580,,,3.9004,136440860,,,12741000,0.003537212,3.5372123,21814000,0.006056098,6.0560983,345404000,0.09589258,95.89258,282749000,0.07849802,78.49802,22638000,0.006284861,6.284861,7481000,0.002076908,2.076908,19576000,0.005434775,5.4347753,78.5,215.068491,791.14,14.79,2.37
Asia (FAO),1999,3647155000,555517300,,,3.9557998,140430660,,,14476000,0.003969121,3.9691213,18616000,0.005104253,5.1042526,354705000,0.09725526,97.25526,289284000,0.07931771,79.31771,23739000,0.006508909,6.508909,8324000,0.002282327,2.2823268,20281000,0.005560773,5.5607725,79.32,217.3150663,799.66,14.95,2.39
Asia (FAO),2000,3692051000,545510100,,,3.9524,138018320,,,10732000,0.002906785,2.9067853,17018000,0.004609362,4.609362,356725000,0.09661974,96.61974,290287000,0.07862486,78.62486,25954000,0.007029697,7.029697,7528000,0.002038975,2.038975,19750000,0.00534933,5.34933,78.62,215.3972581,792.49,14.82,2.37
Asia (FAO),2001,3736854000,547192260,,,4.0085998,136506100,,,9261000,0.002478288,2.4782878,20235000,0.005414983,5.414983,358307000,0.095884666,95.884666,290645000,0.07777799,77.77799,27453000,0.007346554,7.346554,6893000,0.0018446,1.8445997,20252000,0.005419532,5.419532,77.78,213.0958883,783.86,14.66,2.34
Asia (FAO),2002,3781545000,517658880,,,3.9204,132042590,,,12271000,0.00324497,3.24497,21127000,0.00558687,5.58687,361107000,0.09549192,95.49192,292750000,0.07741545,77.41545,27518000,0.00727692,7.2769197,7811000,0.002065558,2.0655578,19864000,0.00525288,5.2528796,77.42,212.1095869,779.54,14.58,2.32
Asia (FAO),2003,3826094000,533658100,,,4.019,132784020,,,11066000,0.002892245,2.8922446,21172000,0.005533581,5.5335807,361126000,0.09438503,94.38503,294049000,0.07685357,76.85357,25537000,0.006674431,6.674431,8032000,0.002099269,2.0992688,19962000,0.005217332,5.2173315,76.85,210.5479431,773.82,14.47,2.3
Asia (FAO),2004,3870370000,547740100,,,4.0901,133919544,,,11216000,0.002897914,2.8979143,22594000,0.005837685,5.837685,364598000,0.09420236,94.20236,298616000,0.07715438,77.15438,24745000,0.006393446,6.3934457,8515000,0.002200048,2.200048,18693000,0.004829771,4.829771,77.15,211.3698609,776.44,14.52,2.3
Asia (FAO),2005,3914307000,574387200,,,4.1745,137594720,,,11404000,0.002913415,2.9134147,21490000,0.005490116,5.4901163,369870000,0.094491825,94.491825,302526000,0.07728724,77.28724,24982000,0.006382228,6.382228,9222000,0.002355973,2.3559725,18948000,0.004840704,4.8407037,77.29,211.7534225,777.58,14.54,2.3
Asia (FAO),2006,3957869000,580566200,,,4.1925,138477920,,,12119000,0.003062001,3.0620012,22699000,0.005735157,5.735157,377067000,0.09527021,95.27021,304611000,0.07696339,76.96339,28730000,0.007258957,7.258957,9202000,0.002324989,2.3249886,20139000,0.005088344,5.088344,76.96,210.849313,775.09,14.51,2.33
Asia (FAO),2007,4001132000,597495900,,,4.3005,138935840,,,13351000,0.003336806,3.3368056,25827000,0.006454923,6.454923,383665000,0.095889114,95.889114,308983000,0.0772239,77.2239,29664000,0.007413902,7.413902,9415000,0.002353084,2.353084,20754000,0.005187032,5.1870323,77.22,211.5616417,777.41,14.55,2.32
Asia (FAO),2008,4044282000,622650200,,,4.3648,142652300,,,13477000,0.003332359,3.332359,22911000,0.005665036,5.6650355,398359000,0.09849931,98.49931,316820000,0.07833776,78.33776,31015000,0.007668852,7.668852,13360000,0.003303429,3.3034293,21626000,0.005347303,5.3473026,78.34,214.6301348,788.99,14.76,2.36
Asia (FAO),2009,4087559000,616086300,,,4.4012,139981680,,,11459000,0.002803385,2.8033846,22397000,0.005479309,5.4793092,401508000,0.09822684,98.22684,319267000,0.07810701,78.10701,31570000,0.007723436,7.7234358,13809000,0.0033783,3.3782998,21811000,0.005335948,5.3359475,78.11,213.9999979,786.46,14.72,2.35
Asia (FAO),2010,4203538000,629869440,,,4.4407997,141837200,,,21332000,0.005074773,5.0747725,36672000,0.00872408,8.7240795,600545000,0.14286655,142.86655,503862000,0.11986617,119.86617,28121000,0.006689841,6.689841,15323000,0.003645263,3.6452627,26957000,0.006412931,6.4129313,119.87,328.4109556,769.32,15.73,2.46
Asia (FAO),2011,4251517000,653428800,,,4.5592,143321540,,,21206000,0.004987867,4.9878666,42379000,0.009967972,9.967972,612061000,0.14396296,143.96296,513960000,0.12088861,120.88861,28174000,0.006626811,6.626811,16364000,0.003848979,3.848979,28194000,0.006631516,6.6315155,120.89,331.2054761,777.33,15.9,2.49
Asia (FAO),2012,4299680000,659552060,,,4.6561,141654140,,,23449000,0.005453662,5.4536615,46494000,0.010813363,10.813363,612696000,0.14249805,142.49805,513345000,0.11939144,119.39144,29340000,0.006823764,6.8237637,16167000,0.003760047,3.7600473,28474000,0.006622353,6.622353,119.39,327.0958871,766.55,15.68,2.46
Asia (FAO),2013,4347207700,666472700,,,4.64,143635460,,,23039000,0.005299724,5.299724,46884000,0.010784854,10.784854,621501000,0.14296557,142.96557,519684000,0.11954433,119.54433,30642000,0.007048663,7.0486628,16068000,0.003696166,3.696166,29314000,0.006743179,6.743179,119.54,327.506846,766.31,15.68,2.46
Asia (FAO),2014,4393815600,663694460,,,4.6713,142078100,,,22850000,0.005200491,5.2004913,51476000,0.011715558,11.715558,621643000,0.14148135,141.48135,517036000,0.11767358,117.67358,30379000,0.006914036,6.9140363,15545000,0.003537927,3.5379273,27127000,0.006173905,6.173905,117.67,322.3835584,759.6,15.54,2.42
Asia (FAO),2015,4438989000,660118460,,,4.7078,140219410,,,24559000,0.005532566,5.532566,50731000,0.011428503,11.428503,621307000,0.13996588,139.96588,517695000,0.11662453,116.62453,28355000,0.006387716,6.3877157,16132000,0.003634161,3.6341609,27186000,0.006124368,6.1243675,116.62,319.5068461,751.39,15.37,2.41
Asia (FAO),2016,4483161000,662066940,,,4.7135,140460670,,,20603000,0.004595642,4.5956415,45420000,0.010131245,10.131245,617411000,0.13771778,137.71778,516522000,0.1152138,115.2138,31388000,0.00700131,7.00131,15259000,0.003403625,3.4036252,26802000,0.005978371,5.978371,115.21,315.6438325,744.8,15.24,2.41
Asia (FAO),2017,4526845400,673119550,,,4.7734,141016000,,,25240000,0.005575627,5.5756266,54369000,0.01201035,12.01035,627709000,0.13866366,138.66366,526232000,0.11624695,116.24695,30781000,0.006799658,6.799658,17309000,0.003823634,3.823634,26730000,0.005904774,5.904774,116.25,318.4931475,751.83,15.38,2.42
Asia (FAO),2018,4568175600,685872100,,,4.8508997,141390880,,,26963000,0.005902357,5.9023565,53727000,0.01176115,11.76115,638273000,0.13972165,139.72165,531594000,0.116368994,116.368994,32689000,0.007155811,7.155811,17519000,0.00383501,3.8350103,27098000,0.005931909,5.9319087,116.37,318.8219146,753.35,15.41,2.42
Asia (FAO),2019,4611839500,678755840,,,4.8915,138763620,,,26542000,0.005755188,5.7551875,50354000,0.01091842,10.91842,648268000,0.14056604,140.56604,536382000,0.11630543,116.30543,34822000,0.007550567,7.5505665,18664000,0.004046975,4.046975,26593000,0.005766246,5.7662455,116.31,318.6575311,751.95,15.38,2.4
Asia (FAO),2020,4646898000,692456400,,,4.8638,142370860,,,27249000,0.005863912,5.863912,53374000,0.011485942,11.485942,651802000,0.14026605,140.26605,553791000,0.11917434,119.17434,29208000,0.006285484,6.2854835,17376000,0.003739269,3.7392688,27014000,0.005813341,5.8133407,119.17,326.4931474,766.6,15.68,2.45
Asia (FAO),2021,4676862500,708694200,,,4.9354997,143591000,,,33596000,0.007183448,7.1834484,62045000,0.013266373,13.2663725,650940000,0.13918306,139.18306,550993000,0.11781253,117.81253,31442000,0.006722883,6.7228833,16187000,0.003461081,3.461081,28094000,0.006007019,6.0070185,117.81,322.7671201,758.04,15.5,2.4
Asia (FAO),2022,,698767800,,,4.9070997,142400400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,1961,10505940,118000,0.011231741,11.231741,5.8999996,20000,0.001903685,19.036849,0,0,0,60000,0.005711055,5.711055,35000,0.003331449,3.3314486,33000,0.00314108,3.1410803,,,,0,0,0,1000,9.51842E-05,0.095184245,3.116751,8.53904375,29.968761,0.5594169,0.059937518
Australia,1962,10711943,139000,0.012976171,12.9761705,6.8443,20309,0.001895921,18.959212,1000,9.33537E-05,0.093353745,50000,0.004667687,4.667687,27000,0.002520551,2.5205512,24000,0.00224049,2.24049,,,,0,0,0,1000,9.33537E-05,0.093353745,2.2555814,6.179675007,21.897106,0.41917884,0.039921794
Australia,1963,10917377,140000,0.012823593,12.823593,6.2981,22229,0.002036112,20.36112,1000,9.15971E-05,0.091597096,57000,0.005221034,5.2210344,38000,0.00348069,3.4806896,34000,0.003114301,3.1143012,,,,0,0,0,1000,9.15971E-05,0.091597096,3.0930781,8.474186491,29.793327,0.5587496,0.059866026
Australia,1964,11131608,146000,0.013115805,13.115805,6.0737,24038,0.002159437,21.594365,1000,8.98343E-05,0.089834284,56000,0.00503072,5.0307196,38000,0.003413703,3.4137026,34000,0.003054366,3.0543655,,,,0,0,0,1000,8.98343E-05,0.089834284,3.0853899,8.453122929,29.665672,0.54917943,0.05991048
Australia,1965,11359442,158000,0.013909134,13.909134,6.3364997,24935,0.00219509,21.950903,1000,8.80325E-05,0.088032495,65000,0.005722112,5.722112,39000,0.003433267,3.4332671,35000,0.003081137,3.0811373,,,,0,0,0,1000,8.80325E-05,0.088032495,3.0823205,8.444713614,29.642317,0.5504144,0.0600452
Australia,1966,11592675,187000,0.016130876,16.130876,7.1755,26061,0.002248057,22.480574,2000,0.000172523,0.17252273,64000,0.005520728,5.5207275,33000,0.002846625,2.8466252,28000,0.002415318,2.4153183,,,,0,0,0,1000,8.62614E-05,0.08626137,2.4233725,6.639376646,23.46951,0.44244146,0.04022195
